complex.id	complex.name	organism	protein.members
825	JBP1-pICln complex	Human	SNRPB
826	PAR-3-VE-cadherin-beta-catenin complex	Human	CDH5
826	PAR-3-VE-cadherin-beta-catenin complex	Human	CTNNB1
826	PAR-3-VE-cadherin-beta-catenin complex	Human	PARD3
828	TRPC1-STIM1-ORAI1 complex	Human	ORAI1
828	TRPC1-STIM1-ORAI1 complex	Human	STIM1
828	TRPC1-STIM1-ORAI1 complex	Human	TRPC1
829	PAR-6-VE-cadherin complex, endothelial	Human	CDH5
829	PAR-6-VE-cadherin complex, endothelial	Human	PARD6A
830	Trpc1-Stim1-Orai1 complex	Rat	Orai1
830	Trpc1-Stim1-Orai1 complex	Rat	Stim1
830	Trpc1-Stim1-Orai1 complex	Rat	Trpc1
831	PAR-6-PAR-3-VE-cadherin complex, endothelial	Human	CDH5
831	PAR-6-PAR-3-VE-cadherin complex, endothelial	Human	PARD3
831	PAR-6-PAR-3-VE-cadherin complex, endothelial	Human	PARD6A
832	Anti-Sm protein complex	Human	CLNS1A
832	Anti-Sm protein complex	Human	DDX20
832	Anti-Sm protein complex	Human	GEMIN2
832	Anti-Sm protein complex	Human	GEMIN4
832	Anti-Sm protein complex	Human	PRMT5
832	Anti-Sm protein complex	Human	SMN1
832	Anti-Sm protein complex	Human	SNRPB
833	6S methyltransferase complex	Human	CLNS1A
833	6S methyltransferase complex	Human	SNRPD1
833	6S methyltransferase complex	Human	SNRPD3
834	20S methylosome and RG-containing Sm protein complex	Human	CLNS1A
834	20S methylosome and RG-containing Sm protein complex	Human	PRMT5
834	20S methylosome and RG-containing Sm protein complex	Human	SNRPB
834	20S methylosome and RG-containing Sm protein complex	Human	SNRPD1
834	20S methylosome and RG-containing Sm protein complex	Human	SNRPD2
834	20S methylosome and RG-containing Sm protein complex	Human	SNRPD3
835	6S methyltransferase and RG-containing Sm proteins complex	Human	CLNS1A
835	6S methyltransferase and RG-containing Sm proteins complex	Human	SNRPB
835	6S methyltransferase and RG-containing Sm proteins complex	Human	SNRPD1
835	6S methyltransferase and RG-containing Sm proteins complex	Human	SNRPD2
835	6S methyltransferase and RG-containing Sm proteins complex	Human	SNRPD3
835	6S methyltransferase and RG-containing Sm proteins complex	Human	SNRPE
835	6S methyltransferase and RG-containing Sm proteins complex	Human	SNRPF
835	6S methyltransferase and RG-containing Sm proteins complex	Human	SNRPG
836	20S methyltransferase core complex	Human	CLNS1A
836	20S methyltransferase core complex	Human	PRMT5
838	p27-Cdk2-Fgf2 complex	Rabbit	CDK2
838	p27-Cdk2-Fgf2 complex	Rabbit	CDKN1B
838	p27-Cdk2-Fgf2 complex	Rabbit	FGF2
839	LIN9-BMYB complex	Human	LIN9
839	LIN9-BMYB complex	Human	MYBL2
840	Disc1-Grb2-Kif5a complex	Rat	Disc1
840	Disc1-Grb2-Kif5a complex	Rat	Grb2
840	Disc1-Grb2-Kif5a complex	Rat	Kif5a
843	SNARE complex (SNAP25, STX1A, VAMP2)	Bovine	SNAP25
843	SNARE complex (SNAP25, STX1A, VAMP2)	Bovine	STX1A
843	SNARE complex (SNAP25, STX1A, VAMP2)	Bovine	VAMP2
845	KLK3-SCG2-SERPINA5 complex	Human	KLK3
845	KLK3-SCG2-SERPINA5 complex	Human	SCG2
845	KLK3-SCG2-SERPINA5 complex	Human	SERPINA5
846	RICH1/AMOT polarity complex, Flag-Rich1 precipitated	Human	AMOT
846	RICH1/AMOT polarity complex, Flag-Rich1 precipitated	Human	ARHGAP17
846	RICH1/AMOT polarity complex, Flag-Rich1 precipitated	Human	CAPZA1
846	RICH1/AMOT polarity complex, Flag-Rich1 precipitated	Human	CAPZB
846	RICH1/AMOT polarity complex, Flag-Rich1 precipitated	Human	CD2AP
846	RICH1/AMOT polarity complex, Flag-Rich1 precipitated	Human	PALS1
846	RICH1/AMOT polarity complex, Flag-Rich1 precipitated	Human	PATJ
846	RICH1/AMOT polarity complex, Flag-Rich1 precipitated	Human	SH3KBP1
847	RICH1-PAR3-aPKC polarity complex	Human	ARHGAP17
847	RICH1-PAR3-aPKC polarity complex	Human	PARD3
847	RICH1-PAR3-aPKC polarity complex	Human	PRKCI
848	RICH1/AMOT polarity complex, Flag-Amot precipitated	Human	AMOT
848	RICH1/AMOT polarity complex, Flag-Amot precipitated	Human	AMOTL1
848	RICH1/AMOT polarity complex, Flag-Amot precipitated	Human	AMOTL2
848	RICH1/AMOT polarity complex, Flag-Amot precipitated	Human	ARHGAP17
848	RICH1/AMOT polarity complex, Flag-Amot precipitated	Human	MPDZ
848	RICH1/AMOT polarity complex, Flag-Amot precipitated	Human	MPP7
848	RICH1/AMOT polarity complex, Flag-Amot precipitated	Human	PALS1
848	RICH1/AMOT polarity complex, Flag-Amot precipitated	Human	PATJ
854	SNARE complex (Snap25, Stx1a, Vamp8)	Rat	Snap25
854	SNARE complex (Snap25, Stx1a, Vamp8)	Rat	Stx1a
854	SNARE complex (Snap25, Stx1a, Vamp8)	Rat	Vamp8
855	SNARE complex (Snap25, Stx2, Vamp8)	Rat	Snap25
855	SNARE complex (Snap25, Stx2, Vamp8)	Rat	Stx2
855	SNARE complex (Snap25, Stx2, Vamp8)	Rat	Vamp8
856	SNARE complex (Snap25, Stx3, Vamp8)	Rat	Snap25
856	SNARE complex (Snap25, Stx3, Vamp8)	Rat	Stx3
856	SNARE complex (Snap25, Stx3, Vamp8)	Rat	Vamp8
857	SNARE complex (Snap25, Stx4, Vamp8)	Rat	Snap25
857	SNARE complex (Snap25, Stx4, Vamp8)	Rat	Stx4
857	SNARE complex (Snap25, Stx4, Vamp8)	Rat	Vamp8
858	CRB3-PALS1-PATJ cell polarity complex	Dog	CRB3
858	CRB3-PALS1-PATJ cell polarity complex	Dog	PALS1
858	CRB3-PALS1-PATJ cell polarity complex	Dog	PATJ
859	SNARE complex (Stx6, Stx7, Vamp7, Vti1b)	Mouse	Stx6
859	SNARE complex (Stx6, Stx7, Vamp7, Vti1b)	Mouse	Stx7
859	SNARE complex (Stx6, Stx7, Vamp7, Vti1b)	Mouse	Vamp7
859	SNARE complex (Stx6, Stx7, Vamp7, Vti1b)	Mouse	Vti1b
860	DNMT1-EHMT2-PCNA complex	Human	DNMT1
860	DNMT1-EHMT2-PCNA complex	Human	EHMT2
860	DNMT1-EHMT2-PCNA complex	Human	PCNA
861	Ngfr-Pard3 complex	Mouse	Ngfr
861	Ngfr-Pard3 complex	Mouse	Pard3
862	DNMT1-EHMT2 complex	Human	DNMT1
862	DNMT1-EHMT2 complex	Human	EHMT2
863	Srf-Myocd-Msx1 complex	Rat	Msx1
863	Srf-Myocd-Msx1 complex	Rat	Myocd
863	Srf-Myocd-Msx1 complex	Rat	Srf
864	Srf-Myocd-Msx2 complex	Rat	Msx2
864	Srf-Myocd-Msx2 complex	Rat	Myocd
864	Srf-Myocd-Msx2 complex	Rat	Srf
867	TRAP-SMCC mediator complex	Human	MED1
867	TRAP-SMCC mediator complex	Human	MED11
867	TRAP-SMCC mediator complex	Human	MED17
867	TRAP-SMCC mediator complex	Human	MED18
867	TRAP-SMCC mediator complex	Human	MED19
867	TRAP-SMCC mediator complex	Human	MED22
867	TRAP-SMCC mediator complex	Human	MED25
867	TRAP-SMCC mediator complex	Human	MED29
867	TRAP-SMCC mediator complex	Human	MED4
867	TRAP-SMCC mediator complex	Human	MED8
868	PARD3-PRKCI-PARD6B complex	Dog	PARD3
868	PARD3-PRKCI-PARD6B complex	Dog	PARD6B
868	PARD3-PRKCI-PARD6B complex	Dog	PRKCI
871	BRAF35-BRCA2 complex	Human	BRCA2
871	BRAF35-BRCA2 complex	Human	HDAC1
871	BRAF35-BRCA2 complex	Human	HDAC2
871	BRAF35-BRCA2 complex	Human	HMG20B
871	BRAF35-BRCA2 complex	Human	KDM1A
871	BRAF35-BRCA2 complex	Human	PHF21A
871	BRAF35-BRCA2 complex	Human	RCOR1
872	SNARE complex (Snap29, Stx1a)	Rat	Snap29
872	SNARE complex (Snap29, Stx1a)	Rat	Stx1a
873	SNARE complex (STX1A, SNAP29)	Human	SNAP29
873	SNARE complex (STX1A, SNAP29)	Human	STX1A
874	SNARE complex (STX6, VAMP3, VAMP4, VAMP8)	Human	STX6
874	SNARE complex (STX6, VAMP3, VAMP4, VAMP8)	Human	VAMP3
874	SNARE complex (STX6, VAMP3, VAMP4, VAMP8)	Human	VAMP4
874	SNARE complex (STX6, VAMP3, VAMP4, VAMP8)	Human	VAMP8
875	SNARE complex (STX16, VAMP3, VAMP4)	Human	STX16
875	SNARE complex (STX16, VAMP3, VAMP4)	Human	VAMP3
875	SNARE complex (STX16, VAMP3, VAMP4)	Human	VAMP4
876	SNARE complex (STX6, VAMP3, VTI1A)	Human	STX6
876	SNARE complex (STX6, VAMP3, VTI1A)	Human	VAMP3
876	SNARE complex (STX6, VAMP3, VTI1A)	Human	VTI1A
877	SNARE complex (STX6, STX16, VAMP4, VTI1a, VTI1b)	Human	STX16
877	SNARE complex (STX6, STX16, VAMP4, VTI1a, VTI1b)	Human	STX6
877	SNARE complex (STX6, STX16, VAMP4, VTI1a, VTI1b)	Human	VAMP4
877	SNARE complex (STX6, STX16, VAMP4, VTI1a, VTI1b)	Human	VTI1A
877	SNARE complex (STX6, STX16, VAMP4, VTI1a, VTI1b)	Human	VTI1B
878	PKA (RII-alpha and RII-beta)-AKAP5-ADRB1 complex	Human	ADRB1
878	PKA (RII-alpha and RII-beta)-AKAP5-ADRB1 complex	Human	AKAP5
878	PKA (RII-alpha and RII-beta)-AKAP5-ADRB1 complex	Human	PRKAR2A
878	PKA (RII-alpha and RII-beta)-AKAP5-ADRB1 complex	Human	PRKAR2B
880	SNARE complex (Stx6, Stx16, Vamp4, Vti1b)	Rat	Stx16
880	SNARE complex (Stx6, Stx16, Vamp4, Vti1b)	Rat	Stx6
880	SNARE complex (Stx6, Stx16, Vamp4, Vti1b)	Rat	Vamp4
880	SNARE complex (Stx6, Stx16, Vamp4, Vti1b)	Rat	Vti1b
881	SNARE complex (Stx6, Stx16, Vamp4, Vti1a)	Rat	Stx16
881	SNARE complex (Stx6, Stx16, Vamp4, Vti1a)	Rat	Stx6
881	SNARE complex (Stx6, Stx16, Vamp4, Vti1a)	Rat	Vamp4
881	SNARE complex (Stx6, Stx16, Vamp4, Vti1a)	Rat	Vti1a
883	PAR-6-aPKC-PAR-3-Cdc42-Rac1 complex	Dog	CDC42
883	PAR-6-aPKC-PAR-3-Cdc42-Rac1 complex	Dog	PARD3
883	PAR-6-aPKC-PAR-3-Cdc42-Rac1 complex	Dog	PARD6A
883	PAR-6-aPKC-PAR-3-Cdc42-Rac1 complex	Dog	PRKCI
883	PAR-6-aPKC-PAR-3-Cdc42-Rac1 complex	Dog	RAC1
884	GluR1-cadherin-catenin complex	Rat	Cdh2
884	GluR1-cadherin-catenin complex	Rat	Ctnnb1
884	GluR1-cadherin-catenin complex	Rat	Gria1
885	Cdh2-Ctnnb1-Gria4 complex	Rat	Cdh2
885	Cdh2-Ctnnb1-Gria4 complex	Rat	Ctnnb1
885	Cdh2-Ctnnb1-Gria4 complex	Rat	Gria4
886	MTA1 complex	Human	HDAC1
886	MTA1 complex	Human	HDAC2
886	MTA1 complex	Human	MBD3
886	MTA1 complex	Human	MTA1
886	MTA1 complex	Human	RBBP4
886	MTA1 complex	Human	RBBP7
887	Glur2-Glur4-Plp-Itgav complex	Rat	Gria2
887	Glur2-Glur4-Plp-Itgav complex	Rat	Gria4
887	Glur2-Glur4-Plp-Itgav complex	Rat	Itgav
887	Glur2-Glur4-Plp-Itgav complex	Rat	Plp1
888	MTA2 complex	Human	CHD4
888	MTA2 complex	Human	HDAC1
888	MTA2 complex	Human	HDAC2
888	MTA2 complex	Human	MBD3
888	MTA2 complex	Human	MTA2
888	MTA2 complex	Human	RBBP4
888	MTA2 complex	Human	RBBP7
888	MTA2 complex	Human	SIN3A
889	MTA1-HDAC core complex	Human	HDAC1
889	MTA1-HDAC core complex	Human	HDAC2
889	MTA1-HDAC core complex	Human	MTA1
889	MTA1-HDAC core complex	Human	RBBP4
889	MTA1-HDAC core complex	Human	RBBP7
890	PAR-3-PKCz-Tiam2 complex	Rat	Pard3
890	PAR-3-PKCz-Tiam2 complex	Rat	Prkcz
890	PAR-3-PKCz-Tiam2 complex	Rat	Tiam2
891	Par3-Prkcz-Tiam1 complex	Rat	Pard3
891	Par3-Prkcz-Tiam1 complex	Rat	Prkcz
891	Par3-Prkcz-Tiam1 complex	Rat	Tiam1
892	PAR-3-aPKC-Tiam2 complex	Rat	Pard3
892	PAR-3-aPKC-Tiam2 complex	Rat	Prkci
892	PAR-3-aPKC-Tiam2 complex	Rat	Tiam2
893	PAR-3-aPKC-Tiam1 complex	Rat	Pard3
893	PAR-3-aPKC-Tiam1 complex	Rat	Prkci
893	PAR-3-aPKC-Tiam1 complex	Rat	Tiam1
894	Tiam2-PAR-3-aPKC-PAR-6-Cdc42-GTP complex	Rat	
894	Tiam2-PAR-3-aPKC-PAR-6-Cdc42-GTP complex	Rat	Cdc42
894	Tiam2-PAR-3-aPKC-PAR-6-Cdc42-GTP complex	Rat	Pard3
894	Tiam2-PAR-3-aPKC-PAR-6-Cdc42-GTP complex	Rat	Pard6a
894	Tiam2-PAR-3-aPKC-PAR-6-Cdc42-GTP complex	Rat	Tiam2
895	hMediator complex (MED23, CDK8, CCNC, MED7)	Human	CCNC
895	hMediator complex (MED23, CDK8, CCNC, MED7)	Human	CDK8
895	hMediator complex (MED23, CDK8, CCNC, MED7)	Human	MED23
895	hMediator complex (MED23, CDK8, CCNC, MED7)	Human	MED7
896	hMediator complex (MED23, CDK8, CCNC)	Human	CCNC
896	hMediator complex (MED23, CDK8, CCNC)	Human	CDK8
896	hMediator complex (MED23, CDK8, CCNC)	Human	MED23
897	CDK8-CyclinC-Mediator complex	Human	CCNC
897	CDK8-CyclinC-Mediator complex	Human	CDK8
898	Mediator complex 1	Human	CCNC
898	Mediator complex 1	Human	CDK8
898	Mediator complex 1	Human	MED14
898	Mediator complex 1	Human	MED23
898	Mediator complex 1	Human	MED6
899	Par-3-KIF3A-PKC-zeta complex	Rat	Kif3a
899	Par-3-KIF3A-PKC-zeta complex	Rat	Pard3
899	Par-3-KIF3A-PKC-zeta complex	Rat	Prkcz
900	Mediator complex 2	Human	MED14
900	Mediator complex 2	Human	MED23
900	Mediator complex 2	Human	MED6
901	Kif3a-Pard3-Prkci complex	Rat	Kif3a
901	Kif3a-Pard3-Prkci complex	Rat	Pard3
901	Kif3a-Pard3-Prkci complex	Rat	Prkci
902	SNARE complex (Gosr1, GS15, Stx5)	Rat	Bet1l
902	SNARE complex (Gosr1, GS15, Stx5)	Rat	Gosr1
902	SNARE complex (Gosr1, GS15, Stx5)	Rat	Stx5
903	RET-Rai complex	Human	RET
903	RET-Rai complex	Human	SHC3
904	SHC3-GAB1 complex	Human	GAB1
904	SHC3-GAB1 complex	Human	SHC3
905	KIF3A/B-PAR-3-aPKC-PAR-6 complex	Human	KIF3A
905	KIF3A/B-PAR-3-aPKC-PAR-6 complex	Human	KIF3B
905	KIF3A/B-PAR-3-aPKC-PAR-6 complex	Human	PARD3
905	KIF3A/B-PAR-3-aPKC-PAR-6 complex	Human	PARD6A
905	KIF3A/B-PAR-3-aPKC-PAR-6 complex	Human	PRKCI
907	SNARE complex (Bet1, Gef2, Gosr1, Stx5)	Rat	Bet1
907	SNARE complex (Bet1, Gef2, Gosr1, Stx5)	Rat	Gabarapl2
907	SNARE complex (Bet1, Gef2, Gosr1, Stx5)	Rat	Gosr1
907	SNARE complex (Bet1, Gef2, Gosr1, Stx5)	Rat	Stx5
908	PARD3-PARD6A-PRKCI complex	Dog	PARD3
908	PARD3-PARD6A-PRKCI complex	Dog	PARD6A
908	PARD3-PARD6A-PRKCI complex	Dog	PRKCI
909	ARC92-Mediator complex	Human	CDK8
909	ARC92-Mediator complex	Human	MED1
909	ARC92-Mediator complex	Human	MED12
909	ARC92-Mediator complex	Human	MED13
909	ARC92-Mediator complex	Human	MED14
909	ARC92-Mediator complex	Human	MED15
909	ARC92-Mediator complex	Human	MED16
909	ARC92-Mediator complex	Human	MED17
909	ARC92-Mediator complex	Human	MED23
909	ARC92-Mediator complex	Human	MED25
909	ARC92-Mediator complex	Human	MED26
909	ARC92-Mediator complex	Human	MED6
909	ARC92-Mediator complex	Human	MED7
910	CRSP-Mediator 2 complex	Human	MED14
910	CRSP-Mediator 2 complex	Human	MED15
910	CRSP-Mediator 2 complex	Human	MED16
910	CRSP-Mediator 2 complex	Human	MED17
910	CRSP-Mediator 2 complex	Human	MED18
910	CRSP-Mediator 2 complex	Human	MED23
910	CRSP-Mediator 2 complex	Human	MED24
910	CRSP-Mediator 2 complex	Human	MED4
910	CRSP-Mediator 2 complex	Human	MED6
910	CRSP-Mediator 2 complex	Human	MED7
911	Par3-Apc-Kif3a complex	Rat	Apc
911	Par3-Apc-Kif3a complex	Rat	Kif3a
911	Par3-Apc-Kif3a complex	Rat	Pard3
912	FGFR1-KAL11 complex	Human	ANOS1
912	FGFR1-KAL11 complex	Human	FGFR1
914	PALS1-PATJ-CRB3-PAR3-PAR6-aPKC-14-3-3 zeta complex	Dog	CRB3
914	PALS1-PATJ-CRB3-PAR3-PAR6-aPKC-14-3-3 zeta complex	Dog	PALS1
914	PALS1-PATJ-CRB3-PAR3-PAR6-aPKC-14-3-3 zeta complex	Dog	PARD3
914	PALS1-PATJ-CRB3-PAR3-PAR6-aPKC-14-3-3 zeta complex	Dog	PARD6A
914	PALS1-PATJ-CRB3-PAR3-PAR6-aPKC-14-3-3 zeta complex	Dog	PATJ
914	PALS1-PATJ-CRB3-PAR3-PAR6-aPKC-14-3-3 zeta complex	Dog	PRKCI
914	PALS1-PATJ-CRB3-PAR3-PAR6-aPKC-14-3-3 zeta complex	Dog	YWHAZ
915	SNARE complex (SNAP23, STX1A)	Human	SNAP23
915	SNARE complex (SNAP23, STX1A)	Human	STX1A
916	MPP5-PARD3-PRKCI-YWHAZ complex	Dog	PALS1
916	MPP5-PARD3-PRKCI-YWHAZ complex	Dog	PARD3
916	MPP5-PARD3-PRKCI-YWHAZ complex	Dog	PRKCI
916	MPP5-PARD3-PRKCI-YWHAZ complex	Dog	YWHAZ
917	CERF complex (CECR2-containing remodeling factor complex)	Human	CECR2
917	CERF complex (CECR2-containing remodeling factor complex)	Human	SMARCA1
918	PAR3-PAR6-PALS1 complex	Human	PALS1
918	PAR3-PAR6-PALS1 complex	Human	PARD3
918	PAR3-PAR6-PALS1 complex	Human	PARD6A
920	PAR3-PATJ-PALS1 complex	Dog	PALS1
920	PAR3-PATJ-PALS1 complex	Dog	PARD3
920	PAR3-PATJ-PALS1 complex	Dog	PATJ
921	Remodeling and spacing factor (RSF) complex	Human	RSF1
921	Remodeling and spacing factor (RSF) complex	Human	SMARCA5
923	SNF2L-RSF1 complex	Human	RSF1
923	SNF2L-RSF1 complex	Human	SMARCA1
924	Toposome	Human	DDX21
924	Toposome	Human	DHX9
924	Toposome	Human	HNRNPC
924	Toposome	Human	PRPF8
924	Toposome	Human	SRPK1
924	Toposome	Human	SSRP1
924	Toposome	Human	TOP2A
925	SNF2H-BAZ1A complex	Human	BAZ1A
925	SNF2H-BAZ1A complex	Human	SMARCA5
926	SCRIB-LGL2 complex	Human	LLGL2
926	SCRIB-LGL2 complex	Human	SCRIB
927	CENP-A NAC complex	Human	CENPB
927	CENP-A NAC complex	Human	CENPC
927	CENP-A NAC complex	Human	CENPH
927	CENP-A NAC complex	Human	CENPM
927	CENP-A NAC complex	Human	CENPN
927	CENP-A NAC complex	Human	CENPT
927	CENP-A NAC complex	Human	CENPU
928	SCRIB-VANGL2 complex	Human	SCRIB
928	SCRIB-VANGL2 complex	Human	VANGL2
929	CEN complex	Human	BMI1
929	CEN complex	Human	CBX3
929	CEN complex	Human	CBX8
929	CEN complex	Human	CENPA
929	CEN complex	Human	CENPB
929	CEN complex	Human	CENPC
929	CEN complex	Human	CENPH
929	CEN complex	Human	CENPI
929	CEN complex	Human	CENPK
929	CEN complex	Human	CENPL
929	CEN complex	Human	CENPM
929	CEN complex	Human	CENPO
929	CEN complex	Human	CENPU
929	CEN complex	Human	COBLL1
929	CEN complex	Human	CUL4A
929	CEN complex	Human	DDB1
929	CEN complex	Human	DHX38
929	CEN complex	Human	FBL
929	CEN complex	Human	HSPA5
929	CEN complex	Human	HSPA8
929	CEN complex	Human	KIF23
929	CEN complex	Human	NUP93
929	CEN complex	Human	PLPPR3
929	CEN complex	Human	RACGAP1
929	CEN complex	Human	RING1
929	CEN complex	Human	RNF2
929	CEN complex	Human	RSF1
929	CEN complex	Human	SHCBP1
929	CEN complex	Human	SMARCA5
929	CEN complex	Human	SRRT
929	CEN complex	Human	SSRP1
929	CEN complex	Human	SUPT16H
929	CEN complex	Human	VIRMA
929	CEN complex	Human	WDR11
929	CEN complex	Human	WTAP
929	CEN complex	Human	ZC3H13
929	CEN complex	Human	ZFP91
930	SCRIB-GIT1-ARHGEF7 complex	Human	ARHGEF7
930	SCRIB-GIT1-ARHGEF7 complex	Human	GIT1
930	SCRIB-GIT1-ARHGEF7 complex	Human	SCRIB
931	Scrib-Git1-Arhgef7 complex	Mouse	Arhgef7
931	Scrib-Git1-Arhgef7 complex	Mouse	Git1
931	Scrib-Git1-Arhgef7 complex	Mouse	Scrib
932	Chd9-Ppara-Rxra complex	Rat	Chd9
932	Chd9-Ppara-Rxra complex	Rat	Ppara
932	Chd9-Ppara-Rxra complex	Rat	Rxra
933	SCRIB-APC complex	Human	APC
933	SCRIB-APC complex	Human	SCRIB
934	FACT-NEK9 complex	Human	NEK9
934	FACT-NEK9 complex	Human	SSRP1
934	FACT-NEK9 complex	Human	SUPT16H
935	Scrib-APC-beta-catenin complex	Mouse	Apc
935	Scrib-APC-beta-catenin complex	Mouse	Ctnnb1
935	Scrib-APC-beta-catenin complex	Mouse	Scrib
936	FACT complex	Human	SSRP1
936	FACT complex	Human	SUPT16H
938	FACT complex, UV-activated	Human	CSNK2A1
938	FACT complex, UV-activated	Human	CSNK2A2
938	FACT complex, UV-activated	Human	CSNK2B
938	FACT complex, UV-activated	Human	SSRP1
938	FACT complex, UV-activated	Human	SUPT16H
939	Dysferlin-Dhpr complex	Rat	Cacna1s
939	Dysferlin-Dhpr complex	Rat	Dysf
940	AnnexinVI-Fyn-Pyk2-RasGAP complex	Rat	Anxa6
940	AnnexinVI-Fyn-Pyk2-RasGAP complex	Rat	Fyn
940	AnnexinVI-Fyn-Pyk2-RasGAP complex	Rat	Ptk2b
940	AnnexinVI-Fyn-Pyk2-RasGAP complex	Rat	Rasa1
941	Ap1b1-Ap1g1-Arf1 complex	Rat	Ap1b1
941	Ap1b1-Ap1g1-Arf1 complex	Rat	Ap1g1
941	Ap1b1-Ap1g1-Arf1 complex	Rat	Arf1
942	Cd44-Ots8 complex	Rat	Cd44
942	Cd44-Ots8 complex	Rat	Pdpn
943	Class C VPS complex (STX7, VPS11, VPS18)	Human	STX7
943	Class C VPS complex (STX7, VPS11, VPS18)	Human	VPS11
943	Class C VPS complex (STX7, VPS11, VPS18)	Human	VPS18
944	Class C VPS complex (VPS11, VPS16, VPS18)	Human	VPS11
944	Class C VPS complex (VPS11, VPS16, VPS18)	Human	VPS16
944	Class C VPS complex (VPS11, VPS16, VPS18)	Human	VPS18
945	Class C VPS complex (hVPS11, hVPS18, rVPS33a )	Mammalia	VPS11
945	Class C VPS complex (hVPS11, hVPS18, rVPS33a )	Mammalia	VPS18
945	Class C VPS complex (hVPS11, hVPS18, rVPS33a )	Mammalia	Vps33a
946	Class C VPS complex (hVPS11, hVPS16, hVPS18, rVPS33a)	Mammalia	VPS11
946	Class C VPS complex (hVPS11, hVPS16, hVPS18, rVPS33a)	Mammalia	VPS16
946	Class C VPS complex (hVPS11, hVPS16, hVPS18, rVPS33a)	Mammalia	VPS18
946	Class C VPS complex (hVPS11, hVPS16, hVPS18, rVPS33a)	Mammalia	Vps33a
947	CDC7-DBF7 complex	Human	CDC7
947	CDC7-DBF7 complex	Human	DBF4
948	Apba1-Kif17 complex	Mouse	Apba1
948	Apba1-Kif17 complex	Mouse	Kif17
950	SNARE complex (Stx1a, Snap25, Stxbp5)	Rat	Snap25
950	SNARE complex (Stx1a, Snap25, Stxbp5)	Rat	Stx1a
950	SNARE complex (Stx1a, Snap25, Stxbp5)	Rat	Stxbp5
951	Fmrp-Lgl complex	Mouse	Fmr1
951	Fmrp-Lgl complex	Mouse	Llgl1
952	Ap1b1-Ap1g1-Ap1m1-Kif13a complex	Mouse	Ap1b1
952	Ap1b1-Ap1g1-Ap1m1-Kif13a complex	Mouse	Ap1g1
952	Ap1b1-Ap1g1-Ap1m1-Kif13a complex	Mouse	Ap1m1
952	Ap1b1-Ap1g1-Ap1m1-Kif13a complex	Mouse	Kif13a
953	Vcp-Ufd1-Npl4-IP3 receptor complex	Mouse	Itpr1
953	Vcp-Ufd1-Npl4-IP3 receptor complex	Mouse	Nploc4
953	Vcp-Ufd1-Npl4-IP3 receptor complex	Mouse	Ufd1
953	Vcp-Ufd1-Npl4-IP3 receptor complex	Mouse	Vcp
954	Vcp-Ufd1-Npl4-IP3 receptor complex	Rat	Itpr1
954	Vcp-Ufd1-Npl4-IP3 receptor complex	Rat	Nploc4
954	Vcp-Ufd1-Npl4-IP3 receptor complex	Rat	Ufd1
954	Vcp-Ufd1-Npl4-IP3 receptor complex	Rat	Vcp
955	LLGL2-PAR-6B-PRKCI complex	Human	LLGL2
955	LLGL2-PAR-6B-PRKCI complex	Human	PARD6B
955	LLGL2-PAR-6B-PRKCI complex	Human	PRKCI
956	PAR-3-PAR-6B-PRKCI complex	Human	PARD3
956	PAR-3-PAR-6B-PRKCI complex	Human	PARD6B
956	PAR-3-PAR-6B-PRKCI complex	Human	PRKCI
957	p97-Ufd1-Npl4 complex	Rat	Nploc4
957	p97-Ufd1-Npl4 complex	Rat	Ufd1
957	p97-Ufd1-Npl4 complex	Rat	Vcp
958	Ufd1-Npl4 complex	Rat	Nploc4
958	Ufd1-Npl4 complex	Rat	Ufd1
959	LLGL1-PARD6B-PRKCI complex	Human	LLGL1
959	LLGL1-PARD6B-PRKCI complex	Human	PARD6B
959	LLGL1-PARD6B-PRKCI complex	Human	PRKCI
960	p47-Vcp complex	Rat	Nsfl1c
960	p47-Vcp complex	Rat	Vcp
961	Tamalin-mGluR1a-cytohesin complex	Rat	Cyth2
961	Tamalin-mGluR1a-cytohesin complex	Rat	Grm1
961	Tamalin-mGluR1a-cytohesin complex	Rat	Tamalin
962	Tamalin-mGluR1a complex	Rat	Grm1
962	Tamalin-mGluR1a complex	Rat	Tamalin
963	Grik1-Tamalin complex	Rat	Grik1
963	Grik1-Tamalin complex	Rat	Tamalin
964	BRCA1-RAD50-MRE11-NBS1 complex	Human	BRCA1
964	BRCA1-RAD50-MRE11-NBS1 complex	Human	MRE11
964	BRCA1-RAD50-MRE11-NBS1 complex	Human	NBN
964	BRCA1-RAD50-MRE11-NBS1 complex	Human	RAD50
965	mPar6c-Mlgl-aPKC complex	Mouse	Llgl1
965	mPar6c-Mlgl-aPKC complex	Mouse	Pard6a
965	mPar6c-Mlgl-aPKC complex	Mouse	Prkci
967	Pallidin-Mu complex	Mouse	Bloc1s5
967	Pallidin-Mu complex	Mouse	Bloc1s6
968	Crb1-Mupp1-Pals1-Mpp4 complex	Mouse	Crb1
968	Crb1-Mupp1-Pals1-Mpp4 complex	Mouse	Mpdz
968	Crb1-Mupp1-Pals1-Mpp4 complex	Mouse	Mpp4
968	Crb1-Mupp1-Pals1-Mpp4 complex	Mouse	Pals1
970	Rab11Fip2-Ap2a complex	Mouse	Ap2a1
970	Rab11Fip2-Ap2a complex	Mouse	Rab11fip2
